pc_id,position_name,value,club_id
3049144,Batter,7.6,4437
3451485,Batter,4.9,4437
18317,Batter,3.2,4437
1698389,Batter,3.0,4437
0,Batter,3.0,4437
0,Batter,3.0,4437
0,Batter,3.0,4437
1458323,Batter,2.7,4437
3590568,Batter,1.7,4437
3954722,Batter,1.0,4437
3687560,Batter,1.0,4437
0,Batter,1.0,4437
1665983,Batter,1.0,4437
600654,Batter,1.0,4437
1615056,All Rounder,8.7,4437
405914,All Rounder,8.3,4437
41904,All Rounder,8.0,4437
3298450,All Rounder,7.8,4437
1696321,All Rounder,6.2,4437
2631981,All Rounder,6.2,4437
134285,All Rounder,4.9,4437
3464603,All Rounder,3.4,4437
0,All Rounder,3.0,4437
3590557,All Rounder,2.5,4437
3378651,All Rounder,1.0,4437
911519,Keeper,2.8,4437
1186842,Keeper,2.3,4437
3618202,Keeper,2.0,4437
1002492,Keeper,1.0,4437
915782,Bowler,10.0,4437
1652980,Bowler,7.5,4437
2631983,Bowler,7.0,4437
41909,Bowler,5.5,4437
3307793,Bowler,5.3,4437
1552590,Bowler,5.3,4437
3556201,Bowler,3.4,4437
3327395,Bowler,3.1,4437
0,Bowler,3.0,4437
0,Bowler,3.0,4437
1774337,Bowler,2.1,4437
3705333,Bowler,2.0,4437
660666,Bowler,2.0,4437
1370314,Bowler,2.0,4437
1486071,Bowler,1.9,4437
2710493,Bowler,1.3,4437
1568725,Bowler,1.0,4437
3705330,Bowler,1.0,4437
49,Batter,9.0,3138
3589160,Batter,8.0,3138
4178106,Batter,7.0,3138
570401,Batter,7.0,3138
570441,Batter,6.0,3138
3325564,Batter,6.0,3138
1695936,Batter,4.0,3138
3300845,Batter,4.0,3138
1907092,Batter,3.0,3138
3276154,Batter,3.0,3138
47964,Batter,3.0,3138
1348736,Batter,2.0,3138
651331,Batter,2.0,3138
3251231,Batter,2.0,3138
570422,Batter,2.0,3138
1485766,Batter,1.0,3138
3601790,Batter,1.0,3138
3348142,Batter,1.0,3138
4348215,Batter,1.0,3138
3833378,Batter,1.0,3138
570400,Batter,1.0,3138
3416325,Batter,1.0,3138
879035,Batter,1.0,3138
570407,Batter,1.0,3138
426864,All Rounder,9.0,3138
1917122,All Rounder,8.0,3138
3733490,All Rounder,8.0,3138
4085994,All Rounder,7.0,3138
1328823,All Rounder,7.0,3138
391345,All Rounder,7.0,3138
22036,All Rounder,6.0,3138
570405,All Rounder,6.0,3138
3354586,All Rounder,2.0,3138
4107980,All Rounder,2.0,3138
3613353,All Rounder,2.0,3138
573681,All Rounder,1.0,3138
14620,Keeper,10.0,3138
909799,Keeper,5.0,3138
2324017,Keeper,5.0,3138
3325576,Keeper,3.0,3138
570398,Keeper,1.0,3138
2183,Bowler,8.0,3138
3324559,Bowler,7.0,3138
3583400,Bowler,7.0,3138
1413439,Bowler,7.0,3138
1867156,Bowler,6.0,3138
419497,Bowler,6.0,3138
14405,Bowler,5.0,3138
570406,Bowler,4.0,3138
3586541,Bowler,3.0,3138
1454469,Bowler,3.0,3138
1935975,Bowler,2.0,3138
1248066,Bowler,2.0,3138
3324556,Bowler,1.0,3138
4250371,Bowler,1.0,3138
4348220,Bowler,1.0,3138
3596985,Bowler,1.0,3138
4179852,Bowler,1.0,3138
4183141,Bowler,1.0,3138
3331214,Bowler,1.0,3138
1370642,Bowler,1.0,3138
4074980,Bowler,1.0,3138
4074981,Bowler,1.0,3138
3874521,Bowler,1.0,3138
3601800,Bowler,1.0,3138
1614422,Batter,15.9,817
4110426,Batter,16.0,817
175451,Batter,10.5,817
580720,Batter,7.8,817
15190,Batter,8.2,817
899550,Batter,7.0,817
32171,Batter,6.1,817
295683,Batter,6.0,817
391343,Batter,5.1,817
225618,Batter,2.0,817
104343,Batter,2.0,817
139328,Batter,2.0,817
304572,Batter,3.0,817
41655,Batter,1.0,817
3440517,Batter,1.0,817
8888,Batter,0.8,817
3661273,Batter,1.0,817
32169,Batter,1.0,817
3320085,Batter,1.0,817
3884737,Batter,1.0,817
437256,Batter,1.2,817
3924998,Batter,1.0,817
898184,Batter,1.0,817
450650,Batter,1.0,817
919749,Batter,1.0,817
3946568,Batter,0.9,817
3743166,Batter,1.0,817
857799,Batter,1.0,817
8887,Batter,0.0,817
1547020,All Rounder,10.0,817
3711876,All Rounder,11.2,817
4035678,All Rounder,10.7,817
32185,All Rounder,8.1,817
588667,All Rounder,7.5,817
1311397,All Rounder,7.5,817
735324,All Rounder,2.7,817
3896324,All Rounder,1.2,817
1865814,All Rounder,1.0,817
3662808,All Rounder,1.0,817
3923357,All Rounder,1.0,817
3427066,All Rounder,1.0,817
3405861,All Rounder,1.0,817
3405855,All Rounder,1.0,817
3405822,All Rounder,1.0,817
1289831,All Rounder,1.0,817
3565542,All Rounder,1.0,817
3896323,All Rounder,1.1,817
3841398,All Rounder,1.3,817
3822870,All Rounder,1.0,817
3594702,All Rounder,1.0,817
422659,Keeper,5.0,817
1421430,Keeper,3.0,817
879483,Keeper,3.0,817
3405929,Keeper,1.0,817
145244,Bowler,15.0,817
3484908,Bowler,14.8,817
756367,Bowler,8.0,817
3328917,Bowler,8.0,817
2714752,Bowler,5.9,817
3790294,Bowler,5.3,817
15189,Bowler,5.0,817
56463,Bowler,5.0,817
1567648,Bowler,4.8,817
3813112,Bowler,2.9,817
3409011,Bowler,1.0,817
1636622,Bowler,1.0,817
1130738,Bowler,1.0,817
620912,Bowler,0.9,817
40890,Batter,8.0,2431
3586332,Batter,8.0,2431
618349,Batter,6.0,2431
218078,Batter,6.3,2431
3781838,Batter,5.8,2431
40901,Batter,6.4,2431
872456,Batter,5.0,2431
3547386,Batter,5.1,2431
559108,Batter,5.3,2431
4003498,Batter,3.0,2431
3881181,Batter,3.0,2431
3668833,Batter,2.0,2431
3937082,Batter,2.0,2431
3547336,Batter,2.0,2431
12738,Batter,2.0,2431
3867645,Batter,2.0,2431
2660321,Batter,1.9,2431
40896,Batter,2.0,2431
559094,Batter,0.9,2431
12736,Batter,1.0,2431
3703464,Batter,0.9,2431
628101,Batter,0.9,2431
931515,Batter,1.0,2431
1875302,Batter,1.0,2431
3379245,Batter,1.0,2431
252874,Batter,1.0,2431
486623,Batter,1.0,2431
738307,Batter,1.0,2431
3994321,Batter,1.0,2431
756136,Batter,1.0,2431
36012,Batter,1.7,2431
3412358,Batter,1.0,2431
3927326,Batter,1.0,2431
3632518,Batter,0.9,2431
690842,Batter,1.0,2431
3257215,All Rounder,8.3,2431
1722927,All Rounder,5.2,2431
3763399,All Rounder,3.0,2431
3323145,All Rounder,1.0,2431
3375569,All Rounder,1.0,2431
801473,All Rounder,1.3,2431
3321327,All Rounder,1.7,2431
3894542,All Rounder,1.1,2431
740809,All Rounder,1.4,2431
1536935,All Rounder,1.0,2431
738350,All Rounder,1.3,2431
913788,All Rounder,1.4,2431
729742,All Rounder,1.4,2431
3098943,All Rounder,0.9,2431
3320692,All Rounder,1.5,2431
1679750,All Rounder,1.0,2431
801471,All Rounder,1.0,2431
3226625,All Rounder,1.2,2431
3781747,All Rounder,1.0,2431
3835949,All Rounder,2.3,2431
3585885,All Rounder,1.0,2431
3795269,All Rounder,3.2,2431
500591,All Rounder,1.0,2431
486625,All Rounder,1.4,2431
448050,All Rounder,1.9,2431
3352328,All Rounder,0.8,2431
913223,All Rounder,1.0,2431
559097,All Rounder,1.7,2431
1679731,All Rounder,0.9,2431
3118128,All Rounder,1.3,2431
1945753,All Rounder,1.2,2431
3934510,All Rounder,0.9,2431
40889,All Rounder,1.1,2431
1948380,All Rounder,1.0,2431
3717705,All Rounder,1.0,2431
3914176,Keeper,1.0,2431
580526,Keeper,0.9,2431
559096,Keeper,1.0,2431
3858392,Keeper,1.7,2431
2665758,Keeper,0.8,2431
3547335,Keeper,0.8,2431
918968,Keeper,1.4,2431
3670255,Keeper,1.3,2431
12737,Bowler,1.3,2431
486627,Bowler,1.0,2431
3875552,Bowler,1.3,2431
3547325,Bowler,1.0,2431
586422,Bowler,1.1,2431
3547342,Bowler,1.0,2431
1215593,Bowler,1.0,2431
754424,Bowler,0.8,2431
4011033,Bowler,1.0,2431
1593013,Bowler,0.7,2431
3278328,Bowler,1.0,2431
3277973,Bowler,1.0,2431
3314411,Bowler,1.0,2431
218084,Bowler,1.2,2431
1536937,Bowler,1.0,2431
40886,Bowler,1.2,2431
418326,Bowler,1.3,2431
812767,Bowler,1.1,2431
2813129,Bowler,1.0,2431
3509456,Bowler,1.0,2431
4064893,Batter,18.1,2720
3638942,Batter,9.7,2720
1521642,Batter,7.0,2720
834717,Batter,6.4,2720
571701,Batter,5.8,2720
4335903,Batter,5.0,2720
39540,Batter,4.4,2720
571751,Batter,1.8,2720
423944,Batter,1.2,2720
3558734,Batter,1.1,2720
868989,Batter,0.9,2720
4145315,Batter,0.9,2720
571690,Batter,0.8,2720
3353141,Batter,0.4,2720
3949114,Batter,0.3,2720
3341701,Batter,0.2,2720
109714,All Rounder,16.9,2720
692496,All Rounder,14.3,2720
112344,All Rounder,10.5,2720
571753,All Rounder,10.2,2720
175501,All Rounder,9.0,2720
3577243,All Rounder,8.6,2720
2632748,All Rounder,8.2,2720
3862740,All Rounder,6.0,2720
37047,All Rounder,5.7,2720
662655,All Rounder,5.7,2720
3614218,All Rounder,5.4,2720
907448,All Rounder,3.1,2720
3702871,All Rounder,1.8,2720
426147,Keeper,12.3,2720
175544,Keeper,9.9,2720
1521638,Keeper,7.9,2720
3165839,Keeper,5.3,2720
1661641,Keeper,2.2,2720
1834901,Keeper,1.1,2720
3887909,Keeper,0.7,2720
1331608,Bowler,12.8,2720
175547,Bowler,11.9,2720
1889,Bowler,10.0,2720
1078462,Bowler,9.4,2720
571752,Bowler,7.4,2720
1445299,Bowler,6.2,2720
1580062,Bowler,5.0,2720
1445322,Bowler,4.9,2720
1301053,Bowler,4.9,2720
116749,Bowler,4.0,2720
1528879,Bowler,3.9,2720
1580060,Bowler,3.6,2720
1539107,Bowler,2.7,2720
3919082,Bowler,1.7,2720
1661640,Bowler,1.5,2720
3583824,Bowler,1.0,2720
1350950,Bowler,1.0,2720
571756,Bowler,0.6,2720
3957071,Bowler,0.5,2720
3828165,Bowler,0.5,2720
1561511,Bowler,0.4,2720
0,Batter,8.0,1033
0,Batter,7.7,1033
0,Batter,6.8,1033
0,Batter,6.7,1033
0,Batter,5.5,1033
0,Batter,5.5,1033
0,Batter,5.4,1033
0,Batter,5.2,1033
0,Batter,5.2,1033
0,Batter,4.6,1033
0,Batter,4.5,1033
0,Batter,4.5,1033
0,Batter,4.4,1033
0,Batter,4.2,1033
0,Batter,4.1,1033
0,Batter,4.0,1033
0,Batter,4.0,1033
0,Batter,4.0,1033
0,Batter,3.9,1033
0,Batter,3.9,1033
0,Batter,3.8,1033
0,Batter,3.7,1033
0,Batter,3.4,1033
0,Batter,3.3,1033
0,Batter,3.2,1033
0,Batter,3.1,1033
0,Batter,3.0,1033
0,Batter,3.0,1033
0,Batter,2.3,1033
0,Batter,2.0,1033
0,All Rounder,10.0,1033
0,All Rounder,8.3,1033
0,All Rounder,8.2,1033
0,All Rounder,7.7,1033
0,All Rounder,6.9,1033
0,All Rounder,6.0,1033
0,All Rounder,5.2,1033
0,All Rounder,4.6,1033
0,All Rounder,4.2,1033
0,All Rounder,4.1,1033
0,All Rounder,4.0,1033
0,All Rounder,3.3,1033
0,All Rounder,3.3,1033
0,All Rounder,3.0,1033
0,All Rounder,2.4,1033
0,Keeper,7.1,1033
0,Keeper,5.6,1033
0,Keeper,4.7,1033
0,Keeper,4.0,1033
0,Keeper,4.0,1033
0,Keeper,3.3,1033
0,Bowler,7.9,1033
0,Bowler,7.0,1033
0,Bowler,6.7,1033
0,Bowler,6.7,1033
0,Bowler,6.0,1033
0,Bowler,5.9,1033
0,Bowler,5.5,1033
0,Bowler,4.7,1033
0,Bowler,4.6,1033
0,Bowler,4.6,1033
0,Bowler,4.5,1033
0,Bowler,4.3,1033
0,Bowler,4.3,1033
0,Bowler,4.2,1033
0,Bowler,4.1,1033
0,Bowler,3.7,1033
0,Bowler,3.5,1033
0,Bowler,3.4,1033
0,Bowler,3.4,1033
0,Bowler,3.4,1033
0,Bowler,3.2,1033
0,Bowler,3.0,1033
0,Bowler,3.0,1033
0,Bowler,2.7,1033
0,Bowler,2.3,1033
0,Bowler,2.2,1033
3834587,Batter,8.0,3680
1644165,Batter,8.0,3680
3908258,Batter,6.0,3680
2839824,Batter,5.0,3680
299138,Batter,5.0,3680
2795463,Batter,5.0,3680
1643077,Batter,4.0,3680
1875579,Batter,4.0,3680
3869399,Batter,3.0,3680
1379511,Batter,3.0,3680
694913,Batter,3.0,3680
4117433,Batter,3.0,3680
1875585,Batter,3.0,3680
2637907,Batter,2.5,3680
1545476,Batter,2.0,3680
3879769,Batter,2.0,3680
843461,Batter,1.5,3680
445525,Batter,1.5,3680
53802,Batter,1.0,3680
68846,Batter,0.5,3680
450892,All Rounder,7.0,3680
118379,All Rounder,6.0,3680
1159902,All Rounder,6.0,3680
3592076,All Rounder,5.5,3680
3638826,All Rounder,5.0,3680
2641877,All Rounder,5.0,3680
266187,All Rounder,5.0,3680
1912182,All Rounder,5.0,3680
47693,All Rounder,4.5,3680
3833941,All Rounder,3.0,3680
831848,All Rounder,3.0,3680
1154626,All Rounder,1.5,3680
1820397,Keeper,6.0,3680
1889319,Keeper,5.0,3680
2655772,Keeper,4.0,3680
15886,Keeper,1.5,3680
3810456,Bowler,8.0,3680
68695,Bowler,7.0,3680
843549,Bowler,6.0,3680
591965,Bowler,6.0,3680
1141866,Bowler,6.0,3680
1432779,Bowler,6.0,3680
3546906,Bowler,6.0,3680
1897731,Bowler,6.0,3680
0,Bowler,6.0,3680
1693916,Bowler,5.0,3680
1875573,Bowler,5.0,3680
4340732,Bowler,4.5,3680
1390858,Bowler,4.0,3680
2671801,Bowler,4.0,3680
4338273,Bowler,4.0,3680
3367259,Bowler,3.0,3680
4250577,Bowler,3.0,3680
1643078,Bowler,3.0,3680
3873035,Bowler,2.5,3680
1379491,Bowler,2.0,3680
16038,Bowler,2.0,3680
694962,Bowler,2.0,3680
15885,Bowler,1.0,3680
337345,Batter,8.3,3540
15671,Batter,7.2,3540
15673,Batter,5.3,3540
15668,Batter,5.1,3540
293576,Batter,3.9,3540
64736,Batter,3.8,3540
69774,Batter,3.6,3540
15667,Batter,3.4,3540
598376,Batter,3.4,3540
64739,Batter,3.2,3540
64757,Batter,2.3,3540
3616365,Batter,2.3,3540
1465243,Batter,2.1,3540
818133,Batter,1.9,3540
15669,All Rounder,12.1,3540
1227009,All Rounder,7.9,3540
64782,All Rounder,3.5,3540
41767,All Rounder,3.0,3540
3563279,Keeper,10.1,3540
15674,Keeper,3.9,3540
64778,Keeper,3.2,3540
64795,Keeper,3.1,3540
689393,Keeper,2.8,3540
1193546,Keeper,2.4,3540
15665,Bowler,8.6,3540
64755,Bowler,7.4,3540
64766,Bowler,7.2,3540
927020,Bowler,6.3,3540
66457,Bowler,6.3,3540
64780,Bowler,5.8,3540
15676,Bowler,5.3,3540
15680,Bowler,4.6,3540
71674,Bowler,4.1,3540
69771,Bowler,3.2,3540
1872862,Bowler,3.1,3540
15666,Bowler,2.9,3540
3310706,Bowler,2.9,3540
64761,Bowler,2.2,3540
1853497,Bowler,1.7,3540
3697728,Bowler,2.1,3540
64799,Bowler,1.7,3540
507418,Bowler,2.0,3540
122944,Batter,7.0,155
2709584,Batter,6.0,155
3947684,Batter,5.5,155
116364,Batter,5.5,155
3845061,Batter,5.0,155
106575,Batter,5.0,155
4332417,Batter,5.0,155
4331689,Batter,5.0,155
1538340,Batter,5.0,155
116372,Batter,5.0,155
3841139,Batter,4.5,155
1911659,Batter,4.5,155
787532,Batter,4.5,155
3492995,Batter,4.0,155
3320619,Batter,4.0,155
1563164,Batter,4.0,155
4170844,Batter,4.0,155
116323,Batter,3.5,155
1074736,Batter,3.5,155
3904495,Batter,3.5,155
1340001,Batter,3.5,155
1143996,Batter,3.0,155
4154092,Batter,3.0,155
591962,Batter,3.0,155
704124,Batter,3.0,155
3692185,Batter,3.0,155
781951,Batter,3.0,155
31734,Batter,3.0,155
591973,All Rounder,8.0,155
826516,All Rounder,7.5,155
3868743,All Rounder,7.0,155
3654008,All Rounder,7.0,155
484096,All Rounder,5.5,155
925292,All Rounder,5.5,155
4119066,All Rounder,4.5,155
4197711,All Rounder,4.5,155
3327993,All Rounder,4.0,155
807525,All Rounder,3.5,155
1894040,Keeper,7.5,155
8018,Keeper,7.0,155
152,Keeper,4.5,155
1943815,Keeper,3.5,155
1759981,Keeper,3.5,155
3940026,Keeper,3.0,155
3594664,Keeper,3.0,155
186619,Bowler,7.0,155
715506,Bowler,7.0,155
8015,Bowler,6.5,155
1361036,Bowler,6.0,155
715510,Bowler,5.0,155
3634162,Bowler,4.5,155
4071159,Bowler,4.0,155
904235,Bowler,4.0,155
997619,Bowler,4.0,155
591969,Bowler,4.0,155
1874217,Bowler,4.0,155
3412545,Bowler,3.5,155
4212922,Bowler,3.5,155
4139785,Bowler,3.5,155
3385032,Bowler,3.5,155
8014,Bowler,3.5,155
3940024,Bowler,3.5,155
1339977,Bowler,3.5,155
3711310,Bowler,3.5,155
1355749,Bowler,3.5,155
3827252,Bowler,3.0,155
1528659,Bowler,3.0,155
3828025,Bowler,3.0,155
1225860,Bowler,3.0,155
812360,Bowler,3.0,155
3853336,Bowler,3.0,155
3475787,Bowler,3.0,155
116390,Bowler,3.0,155
3856665,Bowler,3.0,155
3775755,Batter,8.5,3742
738563,Batter,8.0,3742
876955,Batter,7.5,3742
529156,Batter,7.0,3742
1067036,Batter,6.5,3742
4191984,Batter,6.5,3742
530,Batter,5.0,3742
16099,Batter,5.0,3742
47737,Batter,4.0,3742
4343399,Batter,4.0,3742
4225014,Batter,4.0,3742
896310,Batter,3.5,3742
674985,Batter,3.5,3742
3867715,Batter,3.5,3742
4159411,Batter,3.5,3742
3816426,Batter,3.5,3742
1905389,Batter,3.0,3742
3804451,Batter,3.0,3742
2641606,Batter,3.0,3742
4094487,Batter,3.0,3742
1022443,Batter,2.5,3742
1867212,Batter,2.5,3742
866569,All Rounder,8.0,3742
1652983,All Rounder,7.0,3742
533839,All Rounder,6.0,3742
3570529,All Rounder,5.0,3742
1334654,All Rounder,5.0,3742
2842248,All Rounder,5.0,3742
653792,All Rounder,4.5,3742
1884458,All Rounder,4.0,3742
1894874,All Rounder,4.0,3742
1922723,All Rounder,4.0,3742
4119203,All Rounder,3.5,3742
1798070,All Rounder,3.5,3742
3896474,All Rounder,2.5,3742
4299404,Keeper,8.0,3742
35197,Keeper,5.5,3742
1871491,Keeper,4.5,3742
1102097,Keeper,3.0,3742
748535,Bowler,7.5,3742
3729673,Bowler,7.0,3742
754109,Bowler,6.0,3742
3862224,Bowler,5.0,3742
963125,Bowler,4.5,3742
1300847,Bowler,4.0,3742
674740,Bowler,4.0,3742
4235157,Bowler,4.0,3742
1687853,Bowler,3.5,3742
1806573,Bowler,3.0,3742
1652982,Bowler,3.0,3742
3852170,Bowler,2.5,3742
1872880,Bowler,2.5,3742
1208240,Bowler,2.5,3742
1600278,Batter,7.5,10920
1600281,Batter,7.5,10920
4102269,Batter,6.2,10920
29390,Batter,5.3,10920
111810,Batter,5.3,10920
3273067,Batter,5.2,10920
4232956,Batter,4.8,10920
3315016,Batter,4.8,10920
1753932,Batter,4.7,10920
3959616,Batter,4.5,10920
3923358,Batter,4.2,10920
1600273,Batter,3.8,10920
1600284,Batter,3.2,10920
4100435,Batter,2.5,10920
3926466,Batter,2.3,10920
3468536,Batter,2.0,10920
3315440,Batter,1.5,10920
3827765,Batter,1.5,10920
1883571,Batter,1.5,10920
4331204,Batter,1.5,10920
3344012,Batter,1.5,10920
980691,All Rounder,6.0,10920
1600282,All Rounder,5.3,10920
1666812,All Rounder,5.2,10920
1600280,All Rounder,5.2,10920
1600275,All Rounder,4.4,10920
4210116,All Rounder,3.8,10920
29391,Keeper,5.0,10920
6738,Bowler,6.3,10920
3475330,Bowler,5.5,10920
3557653,Bowler,5.4,10920
1600277,Bowler,5.3,10920
3327414,Bowler,5.0,10920
1600274,Bowler,5.0,10920
1600283,Bowler,4.8,10920
4102271,Bowler,4.7,10920
0,Batter,10.0,4438
0,Batter,8.5,4438
0,Batter,7.5,4438
0,Batter,7.0,4438
0,Batter,6.5,4438
0,Batter,6.0,4438
0,Batter,6.0,4438
0,Batter,5.0,4438
0,Batter,4.5,4438
0,Batter,4.0,4438
0,Batter,3.5,4438
0,Batter,3.5,4438
0,Batter,3.0,4438
0,Batter,3.0,4438
0,Batter,2.0,4438
0,Batter,1.0,4438
0,All Rounder,11.0,4438
0,All Rounder,9.0,4438
0,All Rounder,8.0,4438
0,All Rounder,7.0,4438
0,All Rounder,7.0,4438
0,All Rounder,5.0,4438
0,All Rounder,4.0,4438
0,All Rounder,4.0,4438
0,Keeper,8.0,4438
0,Keeper,7.0,4438
0,Keeper,4.0,4438
0,Bowler,15.0,4438
0,Bowler,9.0,4438
0,Bowler,8.5,4438
0,Bowler,7.5,4438
0,Bowler,5.5,4438
0,Bowler,5.0,4438
0,Bowler,5.0,4438
0,Bowler,5.0,4438
0,Bowler,4.5,4438
0,Bowler,4.5,4438
0,Bowler,4.0,4438
0,Bowler,4.0,4438
0,Bowler,4.0,4438
0,Bowler,4.0,4438
0,Bowler,3.5,4438
0,Bowler,3.5,4438
0,Bowler,3.0,4438
0,Bowler,2.5,4438
0,Bowler,2.0,4438
717719,Batter,6.7,2336
3549104,Batter,6.2,2336
429734,Batter,6.0,2336
3280980,Batter,5.1,2336
3671400,Batter,4.8,2336
3452792,Batter,3.5,2336
637167,Batter,4.3,2336
3588090,Batter,4.0,2336
3422280,Batter,3.5,2336
1868250,Batter,2.9,2336
1279725,Batter,2.5,2336
1733991,Batter,2.5,2336
1187182,Batter,2.6,2336
3717669,Batter,2.0,2336
4013210,Batter,1.9,2336
3632299,Batter,1.4,2336
1486069,Batter,1.0,2336
12455,All Rounder,10.1,2336
915784,All Rounder,7.2,2336
804354,All Rounder,7.7,2336
3875234,All Rounder,6.1,2336
1495314,All Rounder,6.3,2336
3931658,All Rounder,5.3,2336
3318199,All Rounder,4.7,2336
12456,All Rounder,4.0,2336
1022462,All Rounder,4.0,2336
3947252,All Rounder,3.5,2336
97546,Keeper,7.9,2336
3805457,Keeper,8.1,2336
758657,Keeper,6.5,2336
1303063,Keeper,6.1,2336
2706780,Keeper,3.1,2336
992021,Bowler,9.5,2336
3549602,Bowler,7.0,2336
3641931,Bowler,6.7,2336
575064,Bowler,6.0,2336
3652749,Bowler,6.0,2336
1371989,Bowler,6.0,2336
1112688,Bowler,5.9,2336
1315934,Bowler,5.4,2336
3996742,Bowler,4.9,2336
3675032,Bowler,5.1,2336
1903221,Bowler,4.6,2336
2605646,Bowler,4.4,2336
3578447,Bowler,4.4,2336
9502,Bowler,4.5,2336
3634283,Bowler,3.0,2336
3545653,Bowler,2.4,2336
3291517,Bowler,2.6,2336
649527,Bowler,2.5,2336
1443253,Bowler,2.0,2336
482101,Bowler,1.6,2336
3552997,Bowler,0.7,2336
3598048,Bowler,1.0,2336
